id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,dataset_split,med42-70b_response,med42-70b_answer,med42-70b_response_parsed,correct_answer,med42-70b_accuracy,med42-70b_bert_scores,med42-70b_bart_scores,med42-70b_alignscore,med42-70b_rougeL,med42-70b_meteor,correct_accuracy,med42-70b_weighted_normalized_score
a3da135a-a6a2-4e1c-8823-8ab0913f5668,"A patient presented to emergency with overdose some drug. There were increased salivation and increased bronchial secretions. On examination, blood pressure was 88/60 mmHg. RBC esterase level is 50. What should be the treatment of this person?",Neostigmine,Atropine,Flumazenil,Physostigmine,1,single,"Low esterase levels are suggestive of overdose of some drug which acts by inhibiting acetyl choline esterase like organophosphate poisoning. Inhibition of choline esterase results In increased amount of Ach at synapse, so poisoning or overdose results in cholinergic symptoms like salivation, lacrimation, urination, emesis, increased bronchial secretions, reduction in blood pressure.So treatment Of choice is Atropine. Atropine -It is highly effective in counter-acting the muscarinic symptoms, but higher doses are required to antagonize the central effects. It does not reverse peripheral muscular paralysis which is a nicotinic action. All cases of anti-ChE (carbamate or organophosphate) poisoning must be promptly given atropine2 mg i.v. repeated every 10 min till dryness of mouth or other signs of atropinization appear (upto 200 mg has been administered in a day). Continued treatment with maintenance doses may be required for 1-2 weeks. Neostigmine and physostigmine worsens the signs and symptoms as these also act by inhibiting choline esterase. Physostigmine and flumazenil are respectively used for Atropine and benzodiazepines poisoning.",Pharmacology,AIIMS 2019,validation,"{
  ""Correct answer"": ""B"",
  ""Reasoning"": ""The patient's symptoms of increased salivation and bronchial secretions, combined with low blood pressure (hypotension), indicate an anticholinesterase (AChE) inhibitor overdose—commonly seen with organophosphates or carbamates like in pesticide or agricultural exposures. RBC (Red Blood Cell) esterase level at 50% of normal indicates significant inhibition of AChE, supporting this diagnosis. Neostigmine (A) is also an anticholinesterase agent and would worsen the condition. Flumazenil (C) is a benzodiazepine receptor antagonist, unrelated to this scenario. Physostigmine (D) is another anticholinesterase, again inappropriate here. Atropine (B), an antimuscarinic, is the correct treatment as it counters the excessive muscarinic stimulation resulting from AChE inhibition.""
}",B,"The patient's symptoms of increased salivation and bronchial secretions, combined with low blood pressure (hypotension), indicate an anticholinesterase (AChE) inhibitor overdose—commonly seen with organophosphates or carbamates like in pesticide or agricultural exposures. RBC (Red Blood Cell) esterase level at 50% of normal indicates significant inhibition of AChE, supporting this diagnosis. Neostigmine (A) is also an anticholinesterase agent and would worsen the condition. Flumazenil (C) is a benzodiazepine receptor antagonist, unrelated to this scenario. Physostigmine (D) is another anticholinesterase, again inappropriate here. Atropine (B), an antimuscarinic, is the correct treatment as it counters the excessive muscarinic stimulation resulting from AChE inhibition.",B,1.0,0.6062789925304323,0.728610930621243,0.7494131135871263,0.3028846153846154,0.38286774463374645,1,0.5540110793514327
a570d3c3-865a-41b6-8e21-dccbf7feec4c,"A patient from,nqh-eastern states was diagnosed to have infection with P. falciparum malaria. What is the most appropriate drug for this patient?",Aemether plus lumefantrine,Sulfadoxine plus pyrimethamine,Chloroquine,Mefloquine,0,single,"Ans: A. Aemether plus lumefantrineRef: <a href="" Combination Therapy (ACT) should be given to all the confirmed P. falciparum cases.</li>The ACT recommended in the National Program all over India except noheastern states is aesunate (AS) daily for3 days and Sulfadoxine-pyrimethamine (SP) on Day 0.Noheastern states presently recommended ACT in national drug policy is fixed dose combination of Aemether-lumefaritrine.Hence, the clear-cut answer of this question is Aemether plus lumefantrine.",Pharmacology,,validation,"{
  ""Correct answer"": ""A"",
  ""Reasoning"": ""For P. falciparum malaria in regions with no chloroquine sensitivity (like northeast Asian contexts here implied by 'nqh-northeastern' as text error likely refers to Southeast Asia, e.g., Cambodia, where resistance is high, or possibly Northeast India with known resistance hotspots), the World Health Organization and most malaria guidelines recommend artemisinin-based combination therapies (ACTs). Option A, artemether plus lumefantrine, is an ACT. Chloroquine (C) is ineffective due to resistance, and while B (sulfadoxine-pyrimethamine) and D (mefloquine) might be considered as alternatives in certain contexts, neither is preferred as first-line for falciparum malaria in resistant regions like those implied here, per WHO guidelines.""
}",A,"For P. falciparum malaria in regions with no chloroquine sensitivity (like northeast Asian contexts here implied by 'nqh-northeastern' as text error likely refers to Southeast Asia, e.g., Cambodia, where resistance is high, or possibly Northeast India with known resistance hotspots), the World Health Organization and most malaria guidelines recommend artemisinin-based combination therapies (ACTs). Option A, artemether plus lumefantrine, is an ACT. Chloroquine (C) is ineffective due to resistance, and while B (sulfadoxine-pyrimethamine) and D (mefloquine) might be considered as alternatives in certain contexts, neither is preferred as first-line for falciparum malaria in resistant regions like those implied here, per WHO guidelines.",A,1.0,0.5310683551178564,0.5073672035791698,0.45757956571234176,0.26774330641733946,0.39607283476851585,1,0.43196625311904463
e7f023ea-2147-47d3-9f2a-61fb60a900be,Which of these drugs is an antidote for fibrinolytic therapy?,Epsilon aminocaproic acid,Protamine,Heparin,Streptokinase,0,single,"Answer- A. Epsilon aminocaproic acidEpsilon aminocaproic acid is an antidote for fibrinolytic therapy. Epsilon-aminocaproic qcid is a synthetic inhibitor of theplasmin-plasminogen system. It is the only potent antifibrinolylic agent, which is commercially available.""Aminocaproic acid is a lysine analog that competes for lysine binding sites on plasminogen and plasmin, blocking theinteraction of plasmin with fibrin.Fibrinolytic overdose - Epsilon Amino Caproic Acid (EACA)",Pharmacology,,validation,"{
  ""Correct answer"": ""A"",
  ""Reasoning"": ""Epsilon aminocaproic acid (EACA) is the correct choice as an antidote for fibrinolytic therapy. EACA is a synthetic lysine analog that inhibits plasminogen binding to fibrin, thereby preventing plasmin formation and thus counteracting the effects of fibrinolytic agents like streptokinase (Option D) or tissue plasminogen activator (not listed here). Protamine (Option B) reverses heparin's anticoagulant effect, not fibrinolytic activity; heparin itself (Option C) is an anticoagulant, not an antidote for fibrinolytics.""
}",A,"Epsilon aminocaproic acid (EACA) is the correct choice as an antidote for fibrinolytic therapy. EACA is a synthetic lysine analog that inhibits plasminogen binding to fibrin, thereby preventing plasmin formation and thus counteracting the effects of fibrinolytic agents like streptokinase (Option D) or tissue plasminogen activator (not listed here). Protamine (Option B) reverses heparin's anticoagulant effect, not fibrinolytic activity; heparin itself (Option C) is an anticoagulant, not an antidote for fibrinolytics.",A,1.0,0.7348446970103537,0.8694760096403402,0.439560275453667,0.6770361990950229,0.6098196765900955,1,0.6661473715578958
e881fcb0-a4f2-45ed-97cf-c53045f98e30,Absorption of which of the following drugs is increased after a fatty meal?,Amphotericin B,Griseofulvin,Ampicillin,Aspirin,1,single,"Ans: B. Griseofulvin (Ref: Goodman Gilman I2/e p1585; Katzung 13/e p632, 12/e p855,. KUT 7/e p790, 6/e p760)The oral administration of a 0.5 g dose of griseofulvin produces peak plasma concentrations of 1ug/mL in 4 hours.Improved drug absorption along with a fatty meal.Drug Absorption Reduced/Delayed by FoodDrug Absorption increased by foodAmpicillindegAspirindegAtenololdegAzithromycindegCaptoprildegCefaclorCephalexinCiprofloxacinDidanosineIndinavirdegIsoniazidaLoratidineNaficillinPenicillin G or VdegPhenobarbitaldegPhenytoindegRifampindegSucralfatedegTetracyclinedegDoxycyclinedegAtovaquonedegCarbamazepinedegChlohiazidedegCefuroximedegClofaziminedegDiazepamdegErythromycin GanciclovirdegHydrochlorothiazidedegItraconazoleaLithiumdegLovastatinMethylphenidateMetoprololdegNelfinavirNitrofurantoinPropranololdegPropoxypheneRitonavirdegSaquinavirdegSpironolactonedeg*Hydralazinedeg",Pharmacology,,validation,"{
  ""Correct answer"": ""B"",
  ""Reasoning"": ""Griseofulvin is the correct answer. This antifungal agent exhibits increased absorption when taken with a fatty meal due to its lipophilic (fat-soluble) nature. Ingestion of fat enhances micelle formation in the gut, facilitating griseofulvin's dissolution into these lipid aggregates. Consequently, the drug's bioavailability is significantly enhanced, leading to higher plasma concentrations. Neither Amphotericin B (amp: primarily IV administered and not oral-fatty meal interaction relevant), Ampicillin (water-soluble antibiotic, not influenced by fat), nor Aspirin (hydrophilic NSAID, absorption not enhanced by fat) exhibits this characteristic.""
}",B,"Griseofulvin is the correct answer. This antifungal agent exhibits increased absorption when taken with a fatty meal due to its lipophilic (fat-soluble) nature. Ingestion of fat enhances micelle formation in the gut, facilitating griseofulvin's dissolution into these lipid aggregates. Consequently, the drug's bioavailability is significantly enhanced, leading to higher plasma concentrations. Neither Amphotericin B (amp: primarily IV administered and not oral-fatty meal interaction relevant), Ampicillin (water-soluble antibiotic, not influenced by fat), nor Aspirin (hydrophilic NSAID, absorption not enhanced by fat) exhibits this characteristic.",B,1.0,0.09526436433930228,0.46649019512395834,0.27957282151098295,0.37518610421836224,0.47032169870172497,1,0.33736703677886615
da27e783-4c0b-4621-bc3d-938a109d8425,Use of lithium during pregnancy increases the risk of development of which of the following malformations in the baby?,Facial defects,Cardiac defects,Neural tube defects,Urogenital defects,1,single,Lithium causes Ebstein's anomaly (malformation in tricuspid valve of hea) if given in pregnancy. Other side effects of lithium includes: Leucocytosis I Tremors (most common adverse effect) Hypothyroidism Increase Urine (polyuria) Mothers (avoided in pregnancy).,Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""Lithium, a mood stabilizer commonly used for bipolar disorder, is associated with an increased risk of cardiac malformations in the fetus, particularly Ebstein's anomaly (a rare congenital heart defect) when taken during the first trimester of pregnancy. This risk is not as strongly linked to facial, neural tube, or urogenital defects. Hence, option B (Cardiac defects) is the correct answer, based on pharmacological evidence from studies on fetal exposure to lithium.""
}",B,"Lithium, a mood stabilizer commonly used for bipolar disorder, is associated with an increased risk of cardiac malformations in the fetus, particularly Ebstein's anomaly (a rare congenital heart defect) when taken during the first trimester of pregnancy. This risk is not as strongly linked to facial, neural tube, or urogenital defects. Hence, option B (Cardiac defects) is the correct answer, based on pharmacological evidence from studies on fetal exposure to lithium.",B,1.0,0.532876716398822,0.6324207424553379,0.0747549704219565,0.3141025641025641,0.45704334350665027,1,0.4022396673770661
2dd59aba-38c0-4aff-a000-1bcb640254ff,"Drug adveisement letter is a necessary component of each drug formulation and contains various information about the drug like drug dosing, frequency and half-life. Which of the following information need not be given in the drug adveisement letter?",Research papers and other aicles proving efficacy of the drug,Date of expiry of the drug,"Rare, but serious life threatening adverse-effects","Common, not so serious adverse-effects",1,single,"Ans: B. Date of expiry of the drug(Ref Goodman Gilman 12/e p1883; Manual of Experimental and Clinical Pharmacology/p 345).Date of drug expiry need not to be given in drug adveisement letter.Regulated according to The Federal Food, Drug, and Cosmetic Act.Amended (Food and Drug Administration Modernization Act of 1997).Permits use of print & television adveising for prescription drugs.Drug adveisements:Contain summary information relating to side effects, contraindications & effectiveness.Current adveising regulations:Specify that this information disclosure needs to include all risk information in a product's approved labeling or must direct consumers to healthcare professionals to obtain this information.Print adveisements:Include reprinting of risk-related sections of product's approved labeling (package inse).Television adveising:Not includes reprinting of risk-related.Note:Adveisements cannot be false or misleading or omit material facts.Must present fair balance between effectiveness & risk information.",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""The correct answer is A (Research papers and other articles proving efficacy). A drug advertisement letter, also known as drug labeling or prescribing information in stricter regulatory contexts (e.g., US FDA's 'label' or EU EMA's 'Summary of Product Characteristics'), primarily targets healthcare providers. It outlines critical details for safe and effective use, such as dosing, frequency, and pharmacokinetics (half-life in this case). However, it does not include research papers or articles—which are scholarly, often technical publications for specialists—or their summaries, as these are not essential for immediate prescribing decisions. Instead, regulatory bodies have already vetted this evidence during drug approval processes. In contrast, options B, C, and D provide crucial information directly relevant to prescribing and patient care.""

}",A,"The correct answer is A (Research papers and other articles proving efficacy). A drug advertisement letter, also known as drug labeling or prescribing information in stricter regulatory contexts (e.g., US FDA's 'label' or EU EMA's 'Summary of Product Characteristics'), primarily targets healthcare providers. It outlines critical details for safe and effective use, such as dosing, frequency, and pharmacokinetics (half-life in this case). However, it does not include research papers or articles—which are scholarly, often technical publications for specialists—or their summaries, as these are not essential for immediate prescribing decisions. Instead, regulatory bodies have already vetted this evidence during drug approval processes. In contrast, options B, C, and D provide crucial information directly relevant to prescribing and patient care.",B,0.0,0.40238660289365213,0.45303008148077917,0.0283687742819404,0.30400227079193864,0.30648418886305795,1,0.2988543836622736
58ffad4a-5613-4d26-88b2-a4bb2ce2b9e6,Which of the following drugs can be stopped abruptly without any withdrawal symptoms?,Esctilaopram,Fluoxetine,Fluvoxamine,Seraline,1,single,Answer- B. FluoxetineFluoxetine has the lowest incidence of discontinuation syndrome among several antidepressants including paroxetin and venlafaxine. The longer half life of fluoxetine will avoid any withdrawal symptoms because this medication effectively tapers itself from the patient's system over a few days.,Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Escitalopram, an SSRI (selective serotonin reuptake inhibitor), can be discontinued abruptly without significant withdrawal symptoms in most patients. This is because SSRIs, in general, have a relatively low risk for discontinuation syndrome compared to other antidepressant classes, such as tricyclic antidepressants or monoamine oxidase inhibitors. While some mild symptoms might occasionally occur, such as dizziness or headache, they are usually transient and self-limiting. In contrast, medications like venlafaxine (an SNRI) or benzodiazepines may cause more pronounced withdrawal effects when stopped abruptly. Fluoxetine, fluvoxamine, and the misspelled 'Seraline' (presumably sertraline) are all SSRIs as well, but based on the question's context asking for the one with least concern for withdrawal, escitalopram is chosen here because of its shorter half-life (27-33 hours) compared to fluoxetine (2-3 days) or sertraline (1-2 days), which theoretically lowers its discontinuation syndrome risk, although this difference is relatively minor among SSRIs.""",A,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Escitalopram, an SSRI (selective serotonin reuptake inhibitor), can be discontinued abruptly without significant withdrawal symptoms in most patients. This is because SSRIs, in general, have a relatively low risk for discontinuation syndrome compared to other antidepressant classes, such as tricyclic antidepressants or monoamine oxidase inhibitors. While some mild symptoms might occasionally occur, such as dizziness or headache, they are usually transient and self-limiting. In contrast, medications like venlafaxine (an SNRI) or benzodiazepines may cause more pronounced withdrawal effects when stopped abruptly. Fluoxetine, fluvoxamine, and the misspelled 'Seraline' (presumably sertraline) are all SSRIs as well, but based on the question's context asking for the one with least concern for withdrawal, escitalopram is chosen here because of its shorter half-life (27-33 hours) compared to fluoxetine (2-3 days) or sertraline (1-2 days), which theoretically lowers its discontinuation syndrome risk, although this difference is relatively minor among SSRIs.""",B,0.0,0.6504862082192451,0.6016031580333925,0.05348071277908105,0.2705974228816869,0.45033457463414245,1,0.4053004153095096
3e4d2174-1e88-4652-9aed-78e71215ffe8,Vitamin D toxicity is treated with,Chloroquine,Hydroxycholoquine,Dexamethasone,Ketoconazole,2,single,"Ans. C. Dexamethasone* Dexamethasone is used in the treatment of hypercalcemia due to vitamin D toxicity. Glucocoicoid (Dexamethasone, prednisolone etc) therapy will decrease plasma calcium levels by blocking the action of vitamin D(1,25 D) which results in reduced intestinal calcium absorption and increased urinary excretion of calcium. * Other drugs like chloroquine and hydroxychloroquine are less effective in treating hypercalcemia due to vitamin D toxicity.",Pharmacology,,validation,"{
  ""Correct answer"": ""D"",
  ""Reasoning"": ""Vitamin D toxicity (hypervitaminosis D) results in elevated calcium levels (hypercalcemia) due to enhanced calcium absorption and bone resorption. Ketoconazole, an antifungal with some off-label uses, also inhibits 1,25-dihydroxyvitamin D (active form) production by blocking 1α-hydroxylase, thereby reducing calcium levels. Neither chloroquine nor hydroxychloroquine affects vitamin D metabolism, and dexamethasone, while sometimes used to treat hypercalcemia of malignancy, doesn't specifically target vitamin D toxicity. Therefore, among the options, ketoconazole is the most appropriate choice for addressing vitamin D toxicity.""
}",D,"Vitamin D toxicity (hypervitaminosis D) results in elevated calcium levels (hypercalcemia) due to enhanced calcium absorption and bone resorption. Ketoconazole, an antifungal with some off-label uses, also inhibits 1,25-dihydroxyvitamin D (active form) production by blocking 1α-hydroxylase, thereby reducing calcium levels. Neither chloroquine nor hydroxychloroquine affects vitamin D metabolism, and dexamethasone, while sometimes used to treat hypercalcemia of malignancy, doesn't specifically target vitamin D toxicity. Therefore, among the options, ketoconazole is the most appropriate choice for addressing vitamin D toxicity.",C,0.0,0.8052516201346954,0.7220173985223506,0.1518962501605445,0.5492307692307692,0.8723859471522791,1,0.6201563970401278
6bce210a-7174-4c76-b1f0-9bc3f5c835fc,CYP50 inhibition is least by:,Pantoprazole,Rabeprazole,Lansoprazole,Omeprazole,1,single,"Ans: B. Rabeprazole(Ref: Goodman Gilman 12/e p1990; Katzung131e p1060, 12/e p1089; KDT 7/e p653).Rabeprazole:Exclusively metabolized by CYP2C19 and does not cause any inhibition of CYP450.Highest efficacy.Lansoprazole - Most potent.Rabeprazole & pantoprazole have no significant drug interactions.The FDA has issued a warning about a potentially impoant adverse interaction between clopidogrel and proton pump inhibitors.Proton pump inhibitors should be prescribed to patients taking clopidogrel only if they have an increased risk of gastrointestinal bleeding or require them for chronic gastro-esophageal reflux or peptic ulcer disease, in which case agents with minimal CYP2C19 inhibition (pantoprazole or rabeprazole) are preferred",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Pantoprazole is the correct choice because, among proton pump inhibitors (PPIs), it exhibits the least inhibition of cytochrome P450 2C19 (CYP2C19, not CYP50 - note: CYP50 is nonexistent in human drug metabolism context; here, assuming CYP2C19 as intended) compared to omeprazole, lansoprazole, and rabeprazole. This reduced interaction potential with CYP2C19 minimizes drug-drug interactions for pantoprazole, allowing for better therapeutic safety when co-administered with other medications metabolized by this enzyme.""
}",A,"Pantoprazole is the correct choice because, among proton pump inhibitors (PPIs), it exhibits the least inhibition of cytochrome P450 2C19 (CYP2C19, not CYP50 - note: CYP50 is nonexistent in human drug metabolism context; here, assuming CYP2C19 as intended) compared to omeprazole, lansoprazole, and rabeprazole. This reduced interaction potential with CYP2C19 minimizes drug-drug interactions for pantoprazole, allowing for better therapeutic safety when co-administered with other medications metabolized by this enzyme.",B,0.0,0.5719985421714294,0.7048131178979488,0.2916288310060593,0.2753496503496503,0.36765899470587077,1,0.4422898272261917
3b150083-1a5e-49ef-bc36-41a06b677b32,Major aim of phase 1 clinical trials is:,Safety,Efficacy,Dose,Pharmacokinetics,2,single,"Phase 1 clinical trial : It is first phase in humans. It is conducted mainly on healthy volunteers. In drugs with serious adverse effects and where alternative treatment is not available, phase 1 can be conducted on patients also. Major aim is to know the maximum tolerable dose (MTD). The aim of phase 1 trials should be marked as MTD > Dose > Pharmacokinetics > Safety",Pharmacology,AIIMS 2018,validation,"{
  ""Correct answer"": ""A"",
  ""Reasoning"": ""In phase 1 clinical trials, the primary focus is on establishing safety in humans. These trials typically involve healthy volunteers or, occasionally, patients with advanced disease for oncology drugs, and enroll small numbers of participants. The major aim is to assess the tolerability, identify potential adverse effects, and determine the maximum tolerated dose (MTD) rather than evaluating therapeutic efficacy at this stage. Though dose and pharmacokinetics (PK) are also investigated in phase 1, they serve mainly to inform safety parameters, so option A (safety) is the correct choice.""
}",A,"In phase 1 clinical trials, the primary focus is on establishing safety in humans. These trials typically involve healthy volunteers or, occasionally, patients with advanced disease for oncology drugs, and enroll small numbers of participants. The major aim is to assess the tolerability, identify potential adverse effects, and determine the maximum tolerated dose (MTD) rather than evaluating therapeutic efficacy at this stage. Though dose and pharmacokinetics (PK) are also investigated in phase 1, they serve mainly to inform safety parameters, so option A (safety) is the correct choice.",C,0.0,0.8628051887762668,0.6838539366244705,0.2537141390198002,0.7430769230769231,1.0,1,0.7086900374994921
